v1000_1,v1000_2,v1000_3,v10000_1,v10000_2,v10000_3,v50000_1,v50000_2,v50000_3,v60000_1,v60000_2,v60000_3
47075,12727,13357,64724,44028,47692,42758,47542,45570,68736,66552,28015
82235,7769,81930,43645,73555,27744,26574,83961,13389,72029,38918,35372
95825,29169,3212,62317,30910,85942,49547,41847,15922,46830,33998,31173
31309,1621,46789,22102,56162,88720,72123,57701,87508,91732,50896,39154
98570,19401,1632,300,13863,16667,92473,18175,3199,21205,27312,65199
18850,11717,14916,53618,29903,75511,69614,52116,48884,89556,24679,68445
65045,97472,41515,75152,74641,29597,5366,75847,57564,78845,44781,56300
21255,37908,45417,8735,1529,29376,27942,93417,66856,46512,5862,44950
69816,23842,70672,62383,2567,4263,33134,50892,96987,25077,90897,47580
48668,14761,73231,81071,50954,200,64210,67527,92491,30676,70179,68251
62855,66861,30406,11080,59320,80786,90943,702,52252,45,30388,41497
93211,33498,27356,28875,70970,50930,94804,75879,99743,96532,79779,45290
61479,66899,53413,78789,74217,87598,36753,26292,56837,70921,12030,2506
52580,89812,96191,5203,41967,53714,46236,65314,15516,87391,96960,28423
87474,99737,74180,64583,91061,54350,97577,22381,45108,47503,36580,95116
25241,11007,6502,17479,88164,73472,12165,70516,43751,90568,91118,66359
22067,1576,70716,86182,22364,58763,26832,49638,23173,43435,58475,92876
1387,55094,17525,12666,74727,92664,59617,17862,69988,58886,47162,42023
70441,16320,68436,29667,71949,85112,42859,39568,7222,11117,40033,64027
60908,10871,56741,63352,9436,32441,93183,32985,64098,63556,61328,49903
31783,7297,20075,47365,68314,91737,65183,59480,35232,23326,29981,37380
69375,90250,80825,89230,41237,39983,91088,78311,10558,37078,79743,54855
89706,74445,60750,9215,7894,11233,24125,71205,68320,62584,18294,86918
70923,72204,72442,89742,97702,31725,78887,82568,78719,48691,48245,30867
84349,81554,64731,95940,14311,69547,75017,36789,91911,83047,59494,59285
70692,14395,56079,35640,53104,17138,32117,17166,84083,37655,77798,63480
91690,82117,47520,58569,52080,16824,68634,20705,68158,36758,79469,83886
12484,33834,37574,71270,29745,78662,74583,99010,3897,94444,44445,99094
65018,82076,64303,10998,723,64900,16283,19205,35690,78477,58544,71556
51047,44938,95209,83227,87362,8266,56132,74427,88458,78133,67843,80835
62225,70552,95051,66204,40160,39780,41703,18750,32362,47830,8565,14373
69336,59740,95322,11006,74822,75427,53889,56314,51153,86614,90424,93862
18297,98641,74484,12080,11800,33232,16259,69087,79535,37034,35994,19090
63307,61548,71792,94106,53613,79476,89159,53485,57022,15209,69406,31246
32217,50955,94770,91423,43723,33952,80447,13742,29509,35287,83992,84364
37296,88479,98642,21359,80834,5620,1125,75929,6833,24517,55003,27066
85338,36457,10471,43627,83493,88245,40211,70240,19770,71237,25315,26440
23096,20144,33877,99673,2386,35217,7830,55913,16242,65554,756,99785
40408,47685,94330,83848,20720,9385,2758,31583,63738,48694,15273,70266
3186,98150,41941,45032,24593,77463,84552,53702,47207,20922,15530,18436
8428,20748,52825,93809,35007,99623,21766,56539,92037,35808,75136,21551
81896,88736,96919,49114,59793,8861,97171,30670,88890,31278,25989,65023
17630,20001,18054,31147,31806,88766,45593,22718,35308,72489,60805,35645
24489,93366,97159,89435,86103,43665,4077,25387,52286,80539,28683,36550
17084,95583,14226,88832,4176,16149,44087,17962,29696,80307,50508,51892
3390,28488,37342,11739,15019,42889,90823,46277,10377,634,77483,88831
78404,65351,33403,70440,73507,58006,38128,21601,45615,50080,6710,50679
49468,56863,90076,68710,46339,77041,26070,78341,5972,83131,17318,68420
47394,7644,53932,72962,92790,87134,12932,15907,4521,47747,20971,54213
5522,37219,74667,86013,47944,9631,84312,23504,56647,44582,87896,41765
4086,72753,81732,96925,57180,93551,23943,845,97634,92240,3459,85060
74643,17331,51895,73024,26887,12564,33071,56831,31872,33552,63452,10696
34544,87287,48762,34171,88706,46374,76507,45054,25189,776,70381,61489
15529,52099,84755,97485,99378,75548,12988,73930,55068,57540,48901,16280
11249,31277,36120,22235,27888,91881,47052,68602,52940,7342,72851,32756
34957,8011,79620,88163,25221,78277,69673,87977,53166,74649,45714,89820
54044,62330,12291,37462,37271,80097,90616,38257,73401,97451,53932,62445
10023,12903,91623,55915,71814,51395,77784,72954,43867,46526,55728,99456
45051,22179,77514,92842,57252,36385,24500,30218,71150,22967,91137,17817
71659,99407,33200,16156,18769,46633,57751,9240,18813,70124,18981,15091
50188,27589,22840,89105,42943,88188,96423,76189,61455,3218,18727,20067
62869,17269,49588,14530,49870,16749,93550,90104,61182,97353,36091,32610
27536,2214,13870,66371,94990,39195,68202,145,11882,93569,26209,35212
45464,12208,39140,2948,90270,1281,58608,69280,73201,10915,95310,13844
11995,31058,82426,86711,91481,52740,31299,29641,74678,63466,43025,33055
6142,78280,77802,24218,80809,40193,40796,30315,98115,22585,37127,33889
46416,84930,45792,81771,60925,5438,61080,59317,30501,71095,18935,4197
49249,98556,6551,42923,57169,15834,3925,65018,15464,8930,97900,34296
97131,73214,49258,7264,49745,41829,5738,75155,20241,32098,24595,21899
99292,5737,37385,32412,68247,8263,54653,35263,17330,60861,67948,51489
11491,44753,22669,31719,99825,55519,87885,84722,23757,49397,22445,13988
79442,35696,68351,60595,88155,1302,8037,31822,16265,85073,91860,75876
48464,83755,13916,25720,82197,84276,58826,16619,25199,14634,98742,65259
3533,83394,93354,2579,85775,74324,76722,76389,97795,38391,24247,69508
59825,58107,31361,5602,64480,73538,87849,73066,45866,47075,40147,35248
34516,5243,82133,37617,9673,11995,48731,94860,14042,41407,89662,17631
46581,51957,79609,72459,31653,51811,47569,16557,37717,39286,4876,35337
90879,96358,5384,16962,35975,96319,10733,17041,41514,75998,15653,46360
60442,81341,58075,82362,82719,54836,61951,49344,36256,88376,44492,24087
24313,53184,64120,51544,86874,64432,64959,16239,22066,64752,37533,46716
44138,40408,52098,98124,63849,94105,30857,19307,48901,87879,42988,62543
23171,83411,49735,12006,55148,21903,22304,32226,41165,8663,233,87587
27957,71143,24918,4968,81531,62385,23474,38613,67618,43324,86930,2730
73392,25974,87092,97121,46663,52426,86466,76709,25467,45130,42003,25974
44026,28471,50182,49965,16120,96426,11854,76010,96135,35091,17929,76260
61785,601,19615,60010,22275,23131,53414,81133,65424,27439,86717,25769
74859,2986,84270,6553,45566,6457,4683,22468,92971,67118,28177,80202
21973,83058,44231,98026,18281,1315,82772,3153,44663,68629,71295,52933
40424,833,69904,15724,63835,67598,94535,70701,14052,78684,85719,96739
37431,78749,58084,49908,11519,85920,60968,86100,49218,16950,77746,47313
71206,76693,22428,37336,53857,60947,14939,81134,64524,93163,74500,13263
79850,87962,10763,36120,3168,74809,42729,76469,65272,23443,47714,81582
54697,87095,24429,70385,54709,45807,16871,22932,15947,16435,31867,20647
14817,9510,33116,22859,48835,14272,92713,38127,28039,40915,49611,85034
92784,4258,52588,27272,70036,54062,17308,60722,83891,31948,7969,81966
61234,84148,68950,182,55059,46540,81923,84484,50635,35595,10838,9910
49260,62383,44460,35118,3683,78917,34632,6049,76558,71510,33533,54968
54056,93706,12347,31376,95637,35970,25885,53699,83382,58672,6245,4169
69475,3213,18972,12788,9840,40856,34640,97460,29375,56071,84452,92969
75300,64791,6335,5410,48675,67626,75433,78422,34112,97007,93655,99635
45779,38377,11983,72725,53,29392,92113,95764,60143,41622,42513,86038
47053,93732,62622,10321,55839,53842,61851,95522,5378,5419,64595,70314
51908,23449,45766,87136,34623,45666,61896,18836,89742,25982,78819,34803
42483,63092,16459,73537,27439,73198,76287,52203,67746,21927,23239,78726
41867,49120,24806,49725,79632,5831,3055,50914,64634,92990,31057,17186
53745,26345,72877,53383,96880,89384,66775,17921,76535,13360,82079,39880
17542,65987,12225,89078,11490,64671,97361,39891,30302,51405,74209,95327
38151,79006,57676,10419,96428,29367,18633,90535,53221,82464,48708,77020
8925,47574,44780,71984,12144,59763,62109,39408,99074,220,8299,63341
79534,5378,56212,20837,16282,33372,3653,32484,79402,55920,19176,14116
45080,55914,43072,39929,12604,78462,25344,33181,55738,34025,1224,43717
92810,33128,38327,45183,61958,49627,33916,8144,21926,96306,43534,16445
55433,91456,22962,54350,98934,82495,96838,88185,74578,54241,5775,11513
53863,94671,65746,64658,59395,96571,11731,19601,34631,36704,63885,79882
8110,57696,95097,25827,29204,43390,79947,96794,74026,88571,75869,84202
48155,87895,73814,94811,5673,90582,22171,12428,69945,66395,94967,24565
36352,15783,24507,32137,28353,5631,85360,71302,12380,56968,54081,82087
40719,21038,26713,47384,37585,50175,22921,67775,62274,72066,25710,38099
86615,13921,73334,902,28718,18104,13100,65963,17908,44898,15664,34200
16080,53323,66745,20850,37814,98122,99928,36998,38720,62741,9807,17904
26060,25404,55551,27363,1822,69063,19562,74366,35967,31,5083,83647
30185,4931,90182,34875,95425,61977,68267,94077,46537,79416,87120,34340
49472,95781,84584,48402,23512,90495,120,11013,78295,40569,8378,40214
54740,53714,47225,37428,51294,6426,34935,21643,96082,14590,86366,67678
68841,58459,6791,9182,84049,26948,45509,77785,75268,15318,65899,45986
23325,77191,8199,81944,56452,65789,52177,56405,90510,66485,66187,916
57701,13927,74127,59826,71109,82934,6072,8221,70718,15725,17794,84576
20920,41105,35334,69902,36923,83200,71641,36550,26818,33099,30943,57582
34607,42215,88120,70224,75194,40308,10105,58959,93559,39043,51947,30999
3222,93916,98114,15759,33828,7866,88851,28310,14278,32800,45133,10887
52975,69858,24713,68439,96656,90080,21221,34029,94090,6926,13851,70764
60075,92441,54685,63929,36420,14507,67789,84182,81760,75153,4212,24640
14255,36669,64033,15910,18879,92583,66376,51521,88166,81870,66902,13571
20147,45243,73341,8604,30035,84953,55727,83439,13620,42040,44998,99248
61594,79066,41631,13326,12738,77567,88103,14465,48363,70812,1144,52822
29100,66713,51859,39744,11797,14848,35766,75045,43970,45343,23330,82241
11417,88168,3911,23337,34431,46048,30300,62394,12872,50818,86262,80211
34227,35885,54309,8690,3829,70249,7208,26551,20052,33966,68075,30373
68590,63919,14009,210,67334,84506,98017,51672,8878,10407,96219,19271
73444,22414,87952,44107,80561,29677,33603,59877,604,94813,52128,97779
7942,28278,89643,1247,60075,89105,48844,51847,93610,33152,82416,76843
39608,32369,15908,36394,29130,24729,23784,69146,83597,66633,67525,40782
66850,79762,74713,47057,13596,47539,3354,4040,64598,1121,4954,32872
4170,68028,61154,45143,62726,26270,13122,95673,97932,57933,16527,1599
76571,25626,52044,23645,47505,6327,65551,48069,65563,41679,98326,2600
22510,68079,91158,52760,39228,65076,47879,41626,23286,23577,22959,20881
82252,7705,49054,94548,15252,2834,75857,29135,87857,72245,96161,70088
78328,23138,51880,36977,66884,36117,10862,98032,85600,45817,40479,54514
82644,93138,92666,43735,11566,17328,86329,86506,14327,77508,65853,73744
98377,94341,88039,65687,84523,50493,86615,77454,35070,33420,39025,65567
67335,58891,75784,5685,45054,29861,12561,49412,66127,59971,82628,99747
46413,52394,47718,10175,64446,90616,27897,89975,60141,69942,26793,10755
85191,18943,63466,98206,54000,46705,32324,98237,14181,59042,34866,91079
919,45394,25782,12043,34214,96341,20791,85961,47165,79213,68280,391
56816,61092,36883,30041,27046,1357,61710,63840,25339,27941,54715,63723
47944,84913,94507,92285,27337,24418,79063,58492,69538,14978,32049,23997
39342,38120,46751,16480,86684,42818,65041,96912,49330,5365,24387,83923
48107,50041,73085,41327,98521,44223,94255,73399,5485,85381,3422,71788
5296,19712,88598,62817,7371,25028,63181,49798,46954,52738,6454,52676
93822,40303,26231,26567,11347,90687,89869,68576,58813,82595,67500,98067
38074,73335,71745,80262,7336,72724,26160,91496,72211,39265,42516,60801
62251,20305,97210,68317,69424,86371,63448,71593,53181,68950,12040,71356
86667,35243,49970,42141,58747,1209,24413,64548,4937,99331,95310,97565
24998,90549,41240,11556,10583,2681,37811,28489,25188,15132,30343,85234
93892,93159,90368,25664,6318,60284,61977,18931,90117,81095,15306,28994
85131,58352,69906,86751,93649,93877,19915,61706,22217,34924,49104,28745
86553,60999,22164,61623,99269,72771,65705,24711,77430,26183,82065,79123
78133,66810,87020,49592,72907,78690,3789,73638,1694,46959,18895,16010
81967,91448,71347,41380,22646,94572,50450,19607,22615,13652,93561,28195
82704,21660,45746,3159,30673,58587,40561,93475,10967,58015,64224,74851
42669,20032,56944,95854,98867,58569,55202,68418,7734,96564,51589,29778
3038,76215,18212,90498,71793,33739,48816,52492,34581,64024,27982,12132
48317,27908,7163,21612,73434,7684,8641,77258,28991,89597,63996,42205
33834,35208,28530,59859,99107,50172,3810,65884,29071,90023,24133,37991
19056,73171,73118,78357,47599,50818,72882,41982,2323,8541,46313,78088
33212,77463,364,63179,9491,26094,51624,95643,26268,40198,21590,3618
43485,15231,11978,12058,85211,81492,61121,39244,92597,38417,45791,24965
47555,62872,28012,55673,55795,17327,86717,34931,95427,28624,84364,23040
35674,87754,83923,43580,42296,31577,77734,9908,10567,30261,71754,93534
61232,27508,69721,3244,60673,79850,98473,37160,59928,93729,553,28430
49253,10933,39000,78963,80491,32707,57012,96062,49839,20772,28322,97264
86804,45431,94059,42758,92680,45385,66635,41226,56485,41718,67274,87360
60052,43863,2033,22145,69740,8530,92463,25632,42012,21528,39492,34639
68225,5539,93383,91318,83349,3970,63600,71353,83736,44926,29760,97512
88141,57234,1768,64191,36162,40656,22965,2524,11361,61064,14904,80498
2995,28498,6083,85878,47039,48494,16858,57448,48231,36598,33293,32561
7569,4897,62896,25797,10838,24719,84232,81820,85412,76184,50008,43981
20723,10754,63279,1483,85217,92754,34363,52142,77069,42865,76373,68922
61517,66770,23495,77920,69234,57987,36156,61913,41393,71733,58756,46046
91166,53150,91494,16764,97583,68546,44880,61933,13775,92594,71174,44436
15949,47187,83350,24848,33185,6309,49576,1735,36673,36927,68971,26389
44227,72843,93070,52204,57944,88685,65502,92956,41849,51705,82552,82365
27266,20970,57850,92285,8129,81136,80086,17948,22894,89938,62000,38655
67286,36519,24805,62895,4985,11443,33760,86498,421,24853,72160,63492
48727,60771,91745,49577,68029,64008,11634,45400,28364,84401,10258,9821
88706,5809,42168,6878,33741,98186,81091,93494,15503,62154,44717,79738
3896,53141,72925,39153,20694,93046,87249,70427,24236,63337,37535,93262
56369,33394,66337,17533,36658,57158,34811,4241,7199,81986,44988,69240
16634,14259,39839,65250,27190,58540,10911,95782,95301,91254,27531,79710
16687,81004,55225,45813,89934,57600,23403,32422,57593,58318,28882,45647
18901,47961,8688,27350,60597,16862,12628,10465,6160,54919,84226,43986
95365,87223,36244,62224,59575,48135,35494,10072,78617,88437,79468,52396
19538,66605,19077,33841,77368,25705,37056,46847,61555,41882,17553,58872
18113,51812,56680,78481,27390,92750,24098,41493,94506,72928,29440,85506
71732,71717,67184,32010,80409,44737,30691,28658,46728,24009,91947,40392
62717,55978,73831,81621,78468,75722,67221,42105,42133,11560,2100,46043
27110,3268,47956,20430,55440,72183,7157,97254,57844,62667,39210,19127
3849,3819,8343,17195,99675,16360,73334,16224,55755,97837,31611,39428
13804,70563,95026,82013,99049,30994,28968,1796,33736,26564,59959,64767
99296,72855,38612,8173,44312,82880,10494,61765,83729,78944,55086,89653
38766,89306,52924,19081,6437,85409,13077,52170,28387,41362,87842,55691
61057,52623,19797,42096,40837,7516,64835,53687,52967,87430,38925,75776
22387,88817,41192,7903,77672,34785,93121,37711,8835,25004,4548,83091
91007,70336,43625,3128,44608,11389,32123,59160,31482,11491,61704,50106
52325,88765,90569,52161,4560,26254,27472,57451,28553,96578,637,83713
91886,26961,71673,234,73969,93742,61066,46786,23713,96369,49983,44199
68135,50876,19587,36821,5546,66473,57293,92646,60741,90375,28188,33849
4537,34084,70830,43956,82849,57938,11439,74104,21548,66240,95572,92470
99274,74636,89644,81506,5513,48227,3873,37811,30702,89670,64468,26765
44225,69605,50023,82647,78060,63991,57725,94435,93107,85798,42703,57624
18984,65634,94338,23831,28815,29680,5389,19543,54738,10641,10520,31355
29686,29929,82105,62905,92260,9963,56653,22547,81736,1727,87011,35458
59937,85676,60127,42606,67972,74183,77777,31528,26243,97075,32353,52320
32640,30799,90512,67852,20435,97733,26143,79233,34173,97501,22704,99707
83410,65496,52942,46587,5977,42540,70534,35806,48732,83039,57369,83684
39924,64299,45162,19018,70922,71689,15799,27483,85371,72365,11162,77280
37605,25768,25323,87885,4684,18380,64948,96025,77230,91115,88636,24190
33229,59408,17470,87668,98029,74933,42737,74153,55482,49071,73282,33451
74643,99139,6056,56376,28178,17425,31476,3358,19280,10793,52002,34273
22029,17740,80852,63502,90055,80282,95787,50815,30787,42753,6825,30120
86870,59378,8625,86779,34006,75464,35975,16912,27502,4028,62589,92855
26291,24422,72936,39185,58864,50029,68476,98595,9932,88509,51110,75285
32423,48735,37168,42338,33633,92113,94590,50942,42851,86180,53226,66965
13951,89410,47415,17125,66030,39668,54337,35392,17093,22162,97620,24741
24412,82724,36262,70702,99599,62945,71001,40871,83684,92720,76507,46553
96743,92219,8148,58820,64608,75947,63563,78049,5628,42446,33015,749
98652,85059,47589,23776,75802,36124,45070,86581,66950,90865,17950,89598
20247,96334,82669,36290,79388,88802,50274,42024,61679,38505,43357,6911
85429,91277,44321,27033,46499,81170,51865,24408,59723,23475,91749,14720
94105,71802,96296,34441,63994,21460,34536,63273,99451,95952,12654,79229
75829,63210,84958,5850,5648,48589,80937,73623,76363,91238,61001,96283
94036,51998,79475,93622,37142,57221,34818,5989,38719,28120,7331,29516
69949,78978,64308,18788,3708,72635,22920,55664,49121,90739,9373,87223
26421,20704,48440,7590,45938,36364,25409,49644,83920,50629,34707,2926
30790,32349,78656,58410,30065,17948,42858,25485,54143,31831,39544,85188
45787,27456,78784,85196,54448,6977,22835,58506,66043,38944,65755,2003
80111,70137,54298,7834,15572,34461,92256,41294,86271,28279,33758,85977
37813,41189,56081,29139,37222,46234,436,12676,99663,50697,94852,41031
49452,54532,98643,83722,8801,88051,80980,80841,81959,73465,40335,67686
97880,19394,53935,51154,36753,36387,2078,38421,25476,63496,31994,9979
